357.0,-386.0,-70.0
333.0,-419.0,-52.0
346.0,-400.0,-7.0
399.0,-388.0,45.0
399.0,-388.0,45.0
414.0,-444.0,90.0
419.0,-454.0,92.0
438.0,-436.0,133.0
417.0,-480.0,148.0
417.0,-480.0,148.0
371.0,-539.0,179.0
420.0,-448.0,199.0
430.0,-378.0,259.0
408.0,-356.0,346.0
408.0,-356.0,346.0
356.0,-319.0,447.0
306.0,-258.0,503.0
273.0,-256.0,536.0
276.0,-258.0,545.0
276.0,-258.0,545.0
306.0,-260.0,529.0
345.0,-271.0,492.0
365.0,-281.0,464.0
352.0,-280.0,460.0
352.0,-280.0,460.0
318.0,-266.0,476.0
296.0,-286.0,487.0
298.0,-331.0,475.0
332.0,-345.0,431.0
332.0,-345.0,431.0
356.0,-344.0,384.0
346.0,-314.0,391.0
302.0,-285.0,456.0
212.0,-282.0,541.0
212.0,-282.0,541.0
128.0,-275.0,587.0
96.0,-277.0,601.0
117.0,-293.0,610.0
161.0,-282.0,617.0
161.0,-282.0,617.0
216.0,-257.0,600.0
283.0,-270.0,571.0
340.0,-312.0,530.0
347.0,-341.0,513.0
347.0,-341.0,513.0
327.0,-343.0,512.0
306.0,-360.0,503.0
294.0,-378.0,504.0
277.0,-405.0,507.0
277.0,-405.0,507.0
273.0,-422.0,499.0
272.0,-412.0,500.0
272.0,-366.0,492.0
272.0,-327.0,474.0
263.0,-327.0,474.0
225.0,-327.0,504.0
151.0,-341.0,568.0
68.0,-348.0,599.0
68.0,-348.0,599.0
68.0,-348.0,599.0
37.0,-416.0,621.0
156.0,-394.0,631.0
293.0,-365.0,573.0
293.0,-365.0,573.0
377.0,-369.0,500.0
403.0,-383.0,451.0
401.0,-412.0,414.0
380.0,-439.0,403.0
380.0,-439.0,403.0
353.0,-458.0,421.0
314.0,-488.0,447.0
273.0,-504.0,464.0
272.0,-509.0,467.0
272.0,-509.0,467.0
295.0,-467.0,462.0
319.0,-394.0,438.0
291.0,-372.0,450.0
248.0,-379.0,504.0
248.0,-379.0,504.0
165.0,-387.0,566.0
66.0,-405.0,588.0
25.0,-433.0,582.0
79.0,-448.0,611.0
79.0,-448.0,611.0
193.0,-375.0,611.0
