1781596539.0548987,1960,1504,-16108
1781596539.0548987,2112,1472,-16036
1781596539.0548987,2672,1308,-15756
1781596539.0559347,2280,1484,-15764
1781596539.0559347,2252,1552,-16196
1781596539.0559347,2492,1732,-16040
1781596539.0559347,2244,1860,-16224
1781596539.0559347,2160,1740,-15576
1781596539.0559347,2016,1664,-15548
1781596539.0559347,2052,1628,-16164
1781596539.0559347,2184,1604,-16352
1781596539.0559347,2384,1520,-16432
1781596539.0559347,2280,1576,-16272
1781596539.0569005,1872,1824,-15840
1781596539.0569005,2328,1676,-15440
1781596539.0569005,2516,1612,-15552
1781596539.0569005,2484,1816,-16284
1781596539.0569005,2324,1816,-16508
1781596539.0569005,2788,1652,-15912
1781596539.0569005,2196,1800,-15804
1781596539.0569005,2148,1572,-15432
1781596539.0582516,2340,1672,-16156
1781596539.0582516,2304,1756,-16120
1781596539.0582516,2180,1860,-15984
1781596539.0582516,2408,1856,-16124
1781596539.0582516,2376,1732,-15872
1781596539.0592566,2136,1712,-15628
1781596539.0592566,1868,1592,-15940
1781596539.0592566,2352,1484,-16004
1781596539.0592566,1972,1568,-16360
1781596539.0592566,2156,1552,-16324
1781596539.0592566,2288,1528,-15884
1781596539.0592566,2160,1588,-15784
1781596539.0592566,2212,1652,-15908
1781596539.0592566,2412,1684,-15880
1781596539.0602584,2460,1680,-15796
1781596539.0602584,1932,1784,-16212
1781596539.0602584,2088,2028,-16436
1781596539.0602584,1688,1836,-16584
1781596539.0602584,1464,1664,-15428
1781596539.0602584,2020,1368,-15052
1781596539.0602584,2696,1172,-15576
1781596539.0602584,2924,1120,-16396
1781596539.0612564,2948,1148,-16028
1781596539.0612564,2012,1432,-15592
1781596539.0612564,2784,1420,-15796
1781596539.0612564,2960,1344,-16000
1781596539.0612564,2860,1364,-15960
1781596539.0617588,3360,1280,-16220
1781596539.0617588,2700,1612,-15820
1781596539.0617588,2472,1492,-16628
1781596539.0617588,1728,1744,-16232
1781596539.0617588,1592,1780,-15760
1781596539.0617588,2452,1696,-16436
1781596539.0617588,2664,1316,-15808
1781596539.0617588,3404,1044,-15404
1781596539.0617588,4404,972,-15984
1781596539.0627623,3384,1208,-15604
1781596539.0627623,3504,1020,-15588
1781596539.0627623,3272,992,-14972
1781596539.0627623,3060,1212,-15964
1781596539.0627623,2952,1340,-15768
1781596539.0627623,2648,1496,-16388
1781596539.0627623,2776,1460,-15772
1781596539.0627623,3440,1164,-15840
1781596539.0627623,2888,1184,-15928
1781596539.0637667,3484,996,-15948
1781596539.0637667,3360,944,-15648
1781596539.0637667,3168,1116,-16276
1781596539.0637667,2904,1160,-15876
1781596539.0637667,2684,1332,-15896
1781596539.0637667,3016,1432,-15788
1781596539.0637667,3164,1228,-15912
1781596539.0637667,3324,1252,-15592
1781596539.0637667,3052,1328,-15904
1781596539.0637667,3068,1268,-15756
1781596539.0647655,2708,1252,-16188
1781596539.0647655,2428,1368,-15840
1781596539.0647655,2188,1424,-16184
1781596539.0647655,2636,1452,-16056
1781596539.0647655,2960,1248,-15816
1781596539.0647655,2996,1148,-15544
1781596539.0647655,2812,1116,-15604
1781596539.0647655,2924,1208,-15964
1781596539.0647655,2548,1272,-16180
1781596539.0657663,2396,1268,-15900
1781596539.0657663,2468,1244,-15540
1781596539.0657663,2368,1280,-15936
1781596539.0657663,2676,1348,-16264
1781596539.0657663,2748,1340,-16004
1781596539.0657663,2828,1248,-15444
1781596539.0657663,2772,1324,-15656
1781596539.0657663,2304,1476,-15836
1781596539.0657663,2912,1348,-15972
1781596539.084457,3372,1088,-15988
1781596539.1064987,2724,1164,-16012
1781596539.1273196,2592,1324,-16260
1781596539.148893,2100,1404,-16212
1781596539.1700904,2624,1200,-16060
1781596539.1926327,2328,1304,-15864
1781596539.2144365,1820,1492,-15864
1781596539.2359247,2504,1368,-15696
1781596539.257549,2368,1328,-16024
1781596539.2793763,2220,1464,-15992
1781596539.299936,2496,1500,-16608
1781596539.3223062,2396,1332,-15688
1781596539.3437488,2452,1348,-15496
1781596539.365381,2512,1364,-15876
1781596539.387013,2488,1364,-16040
1781596539.4085166,2196,1316,-16096
1781596539.4300745,2324,1192,-15960
1781596539.4515228,2324,1184,-15728
1781596539.4735355,2424,1352,-16284
1781596539.494854,1844,1496,-16228
1781596539.5168846,2104,1544,-15904
1781596539.5382981,1768,1396,-15584
1781596539.5600595,2384,1316,-16084
1781596539.5815947,2372,1356,-16128
1781596539.602643,2220,1416,-16112
1781596539.6247268,2320,1300,-15764
1781596539.645937,1972,1312,-15884
1781596539.6674638,1944,1380,-15680
1781596539.6893072,2152,1316,-15808
1781596539.7116077,2180,1340,-15972
1781596539.7331946,2152,1520,-16176
1781596539.7542357,1952,1556,-16416
1781596539.7762675,1920,1536,-15836
1781596539.7983356,2196,1576,-15980
1781596539.8188407,2052,1396,-15632
1781596539.8405745,2268,1404,-15876
1781596539.862223,2572,1556,-16316
1781596539.884248,2464,1396,-16292
1781596539.905783,2680,1336,-15692
1781596539.9269016,2172,1508,-15684
1781596539.9483962,2232,1736,-16072
1781596539.9698942,2028,1828,-15700
1781596539.9923832,2144,1796,-16196
1781596540.0138052,2008,1828,-16276
1781596540.0356834,1996,1556,-15920
1781596540.0572343,1180,1792,-16128
1781596540.0789332,1480,1732,-15964
1781596540.1005883,1528,1704,-16252
1781596540.1222117,1736,1608,-15924
1781596540.1432679,1676,1624,-16012
1781596540.16439,2128,1568,-15780
1781596540.1865768,2064,1548,-15904
1781596540.208624,2000,1656,-15992
1781596540.2301471,1964,1808,-16240
1781596540.251678,2120,1788,-15636
1781596540.2737157,1984,1688,-15760
1781596540.2947557,1768,1860,-15876
1781596540.3168366,1872,1796,-16252
1781596540.3383853,1892,1652,-16072
1781596540.3604362,2084,1668,-15924
1781596540.3821802,2092,1648,-16184
1781596540.4032366,1720,1736,-16188
1781596540.4247687,1888,1520,-15660
1781596540.4457982,1460,1808,-16172
1781596540.4678295,2128,1448,-15576
1781596540.4891455,1784,1536,-15436
1781596540.5113761,2132,1720,-16216
1781596540.5324352,2000,1752,-16176
1781596540.5541303,1912,1784,-15724
1781596540.5761697,2120,1836,-15928
1781596540.5974572,1688,1932,-16236
1781596540.619148,1960,1716,-15844
1781596540.641301,2024,1620,-15720
1781596540.662298,1748,1724,-16124
1781596540.6853456,1912,1584,-15904
1781596540.7070415,2052,1616,-15920
1781596540.7287722,1136,1804,-16176
1781596540.7498035,2148,1568,-15960
1781596540.7715716,2060,1620,-15912
1781596540.7924578,1516,1732,-15680
1781596540.8147533,2040,1740,-15960
1781596540.8368723,2100,1656,-15928
