timestamp,ax,ay,az,label,subject_id
1781611456773,-2488.1599359184584,12367.091981931919,1097.8786124216226,4,A
1781611456773,-2351.9447643110434,10142.0320800927,-3025.144605901986,4,A
1781611456775,-1458.5334917094665,8487.294391360287,-4148.507377300703,4,A
1781611456776,-2159.640992629986,7262.306539264689,-6741.502448199535,4,A
1781611456777,-1274.2423771817869,8672.046657577983,-4265.272683288384,4,A
1781611456778,-1029.8563340037772,9382.941247154773,-1185.0844391306098,4,A
1781611456778,-1730.963834924297,11234.48026294517,4085.459889761581,4,A
1781611456779,-4675.615338790481,21215.118992314223,13720.61082867603,4,A
1781611456779,-6839.032770202371,27332.025545565357,19337.42468566962,4,A
1781611456779,-4170.817938127706,26572.93471262743,21559.991889297187,4,A
1781611456781,-673.2930906784842,25295.734263557264,19534.717788890182,4,A
1781611456782,-2203.710606973562,19990.131140218626,12206.688240697831,4,A
1781611456783,-1310.299334371985,13905.355415874916,3614.3722759492157,4,A
1781611456784,-20.26153267822846,9688.184121775315,-2441.3180759635843,4,A
1781611456784,228.13083907647,6113.629405824226,-10441.754731050507,4,A
1781611456785,624.7573681686498,5575.438021624848,-13018.644242502762,4,A
1781611456786,-1486.5777917462872,7808.530630690922,-10083.406033364177,4,A
1781611456787,-1574.7170204334384,9382.941247154773,-6121.438409506336,4,A
1781611456788,-1734.9701635009858,10571.781916729517,8796.336027885236,4,A
1781611456789,-9579.361516657431,32797.278725037766,29991.252259580036,4,A
1781611456789,-15404.563267162779,32797.278725037766,25497.801173985164,4,A
1781611456791,-3189.2674368389785,22753.38242625722,15222.454247069298,4,A
1781611456791,300.24475345686636,12158.241594033652,6457.003518269985,4,A
1781611456792,2647.953299396436,7149.848638088699,-1297.823355256646,4,A
1781611456793,2563.8203992859735,5675.846861960553,-6616.684362488567,4,A
1781611456794,2291.3900560711427,5527.24177826371,-8843.277955977781,4,A
1781611456794,1486.1180121567172,6402.806865991056,-10953.106243479315,4,A
1781611456795,1301.8268976290376,7230.175710357263,-9036.5446693367,4,A
1781611456796,-56.318489868426624,7274.355600104973,1089.8258326983344,4,A
1781611456797,-6033.760726287945,21154.873688112802,18721.387036838063,4,A
1781611456797,-14759.5443663159,32797.278725037766,27591.523902040124,4,A
1781611456798,-10408.671532031987,31826.325238991503,23122.231155615118,4,A
1781611456799,-2303.868821390779,22528.466623905242,15914.993303272091,4,A
1781611456800,-64.331147021804,14286.909009150593,8111.84975140573,4,A
1781611456800,1594.2888837273117,9101.7964942148,280.52147050786033,4,A
1781611456801,921.2256828436125,4454.875363478383,-10324.989425062828,4,A
1781611456801,1558.2319265371134,2820.2194428131097,-15945.829671918058,4,A
1781611456802,1385.9597977395001,6663.869850863888,-13759.499977045287,4,A
1781611456803,11.789095935281024,6362.643329856774,-8710.407090543524,4,A
1781611456803,-1722.9511777709197,6575.510071368468,2933.9123893313545,4,A
1781611456804,-10412.677860608677,27818.00433279017,25980.967957382465,4,A
1781611456805,-17379.6832554703,32797.278725037766,31988.341630955532,4,A
1781611456805,-6666.760641404757,27757.759028588745,23653.714617352147,4,A
1781611456807,376.36499641395136,17640.564276363133,15564.697385309051,4,A
1781611456807,1590.282555150623,12949.463255879005,8486.304008538636,4,A
1781611456808,2075.0483129299537,8563.605110015422,940.8494078175007,4,A
1781611456809,1077.4724973344712,6173.874710025649,-8033.973593787307,4,A
1781611456809,1686.4344409911514,5519.209071036854,-12990.459513471254,4,A
1781611456811,496.5548537146119,6499.199352713332,-11396.00912826017,4,A
1781611456812,-1226.1664342615227,8639.915828670557,-11331.586890473864,4,A
1781611456812,-1101.9702483841734,7756.318033716356,-8211.134747699649,4,A
